nan	6.227043199536231866e-01	1.104513267297315915e+00	-5.615448104132813034e-01	-1.031532304037862530e-01
nan	5.184673782495888839e-01	1.608127644158863889e+00	8.722529188649222887e-01	-5.032927065070961214e-01
nan	1.427383049929832781e+00	1.347253493274591207e+00	1.499198835101190341e-01	1.355541289850611397e+00
nan	8.927968768293973456e-01	3.617297911679576705e-01	8.647944644636484934e-01	8.318364572401398815e-01
nan	-9.926409996564818927e-01	-3.689425284260594573e-02	2.242296812712873066e+00	-2.958146273864698667e-02
nan	-2.166375202563280977e-02	6.051050914525502034e-02	2.067880363313844838e-01	4.850178793728794346e-01
nan	-4.469154312835302845e-01	6.064783280377743502e-01	1.269041084347613202e+00	1.108146701568377690e+00
nan	-4.823916443071474269e-01	-5.496897127045782261e-01	2.115335131917174927e+00	1.758070657371155754e-01
nan	-1.178392237285479371e+00	1.618330668969141017e+00	-2.477821641555966181e-02	-7.312355914511138311e-01
nan	1.568641916866013508e+00	9.592376478881052826e-01	-7.231287624214201015e-01	-3.272127062628205074e-02
nan	-2.119385633643751654e-01	-1.386578625835272138e+00	-3.681024421182064743e-01	5.829246839270668668e-01
nan	-2.258828357687471811e-01	-2.876124006297088864e-01	-1.488428763610633698e+00	-7.282275933234734211e-01
nan	6.880075042965008159e-01	-2.296692557916931943e+00	-1.403435043801356752e+00	-5.762893395449156797e-01
nan	-1.056909068145653441e+00	-3.656075326294882188e+00	-8.399076533848899295e-01	1.274893512318676647e+00
nan	-8.575525838789455069e-01	-1.766500987804761502e+00	-1.438106436734025051e+00	1.152795362702222493e-01
nan	-7.916878509715785661e-01	-1.912902590460040297e+00	-7.148887028898885942e-01	-6.895652166097224756e-01
nan	-9.144194404993739589e-01	-4.410655970438273066e-01	-1.187025405801332090e+00	7.271518221800497006e-01
nan	-2.571607707399723886e+00	5.295103689835104488e-01	-1.636547855303732035e+00	5.920003184289140963e-02
nan	-7.457979364390976418e-01	2.070297051480669559e-01	-2.542867907147880135e+00	1.044667187975788947e+00
nan	-1.025636662370157826e+00	1.033631616043302337e-01	-3.449427312870619877e-01	-1.158424630614226514e+00
nan	-1.327422068664683596e+00	-6.442674107009840334e-01	-8.847711872829142621e-01	7.717606875133643518e-01
nan	-1.087931279557619924e+00	2.667282777506340130e-01	-1.495093733952076009e+00	1.602938316396888274e-01
nan	-1.122986507551043678e+00	-1.798255955473603840e-01	-2.361331745345269795e+00	5.669828778859037355e-01
nan	-9.512990463974759781e-01	5.771248821490952974e-01	-2.194097414511495536e+00	-3.081845815845948855e-01
nan	-1.371995376983089487e-01	-1.125054112038883947e+00	-1.118522311133866687e+00	1.040447457941473308e+00
nan	-1.073508842901254479e+00	-8.671007342908030324e-01	5.855131372261769274e-01	-7.360077286887778403e-01
