time-lags	RCCS 1 <--> 2	RCCS 1 --> 2	RCCS 2 --> 1	1 --> 2	2 --> 1	SEM 1 --> 2	SEM 2 --> 1	Surrogate1 --> 2	Surrogate2 --> 1	SurrogateSEM 1 --> 2	SurrogateSEM 2 --> 1
-30	0.22636450741700123	0.8811975575767486	0.11325245053475524	0.16241865127949623	0.21636357910515316	0.0517361629829695	0.04684183025986421	0.04998554346403738	-0.008335336683345237	0.025523560369138214	0.028990900203615375
-29	0.4588588222945328	0.7585362463112764	0.2294880207792642	0.14302013258895163	0.16393199393812702	0.0625717276231236	0.035445009674081304	0.015106713679002695	-0.03155149451249768	0.02680839824655668	0.03029433796247528
-28	0.10104871755118268	0.05052435877569894	0.9488930821084837	0.33005242254873685	0.22797565129715056	0.008094152479590477	0.056024749242791085	0.043032778455548086	0.057925623956052476	0.02903981306244698	0.030693535348248327
-27	0.008234814718715905	0.004117426169192279	0.9956134450824657	0.2780809818002828	0.05067154019853844	0.03277041379871401	0.02894662538824422	0.02509000343999147	-0.014325890647069767	0.023760109971816264	0.02619914406732383
-26	0.0026130023729282656	0.0013097470329598345	0.993691859975446	0.17607893065724137	-0.027895504278282728	0.035268394813950915	0.037837808894888234	0.032075224902438956	-0.00838106740359491	0.02544242535327806	0.024237769179321262
-25	0.18098479280211383	0.09049240569973781	0.9087419278854764	0.21129689498274642	0.14748452420602992	0.01627380087221615	0.029810548604560932	0.036383072861679834	0.03693035460061861	0.02150172377666207	0.02958658103585471
-24	0.10329771953728646	0.05172908985330983	0.9448004544565884	0.2133111998764162	0.07027853769786786	0.03997648127717059	0.019086132360579183	0.04021373237515985	0.003776853398449799	0.027949646591925656	0.029961698183614386
-23	0.3720086652089644	0.18749997563601592	0.8017848621660552	0.16518584125106223	0.05713023691996714	0.0280535331549613	0.021305640473506353	0.06522440743808396	-0.007369628101052984	0.024258839394125976	0.02048982828045212
-22	0.8995684853161722	0.4497856236717156	0.55021066123689	0.23025472391385177	0.21240674780468	0.028670542653316724	0.028029815681073312	0.002466307361205225	-0.0085718186924932	0.022450205199628866	0.02736151641892365
-21	5.67583870391564e-05	2.8379193519557367e-05	0.9999712368639602	0.3534035362956037	0.08542750941423309	0.01654211635224312	0.02849303073724077	0.026790748944327158	-0.01051817727333285	0.025950104922307596	0.027394893171662958
-20	0.043751021987353325	0.9781165578550407	0.021875511107645813	0.20768537026370942	0.258047546259799	0.037344193631450195	0.02654066941195726	0.014899158669349244	-0.05525636817243518	0.026332621511960384	0.023526715806481715
-19	0.19278127586663218	0.9035832903954639	0.09639063795036254	0.2695049029126357	0.28652617392120727	0.04427683688946564	0.024059993552235433	0.036181888514436954	-0.04683458171622651	0.025126439943550984	0.028111924589962152
-18	0.16789656093109334	0.08394828870748658	0.9159295532655612	0.2660699116068782	0.09445110229380976	0.023349564658899875	0.03501043602316957	0.025524229999684334	-0.05644634209812739	0.02709406417058254	0.02203066895334149
-17	0.5031449282014747	0.7484266995624343	0.25157246425149704	0.3197376458303623	0.2952436364414063	0.035770149822842046	0.025448664289585386	0.03715964097317072	-0.036612720876765516	0.02745660278433868	0.027664702175805883
-16	0.014622536583859657	0.9926884605696936	0.00731126831894118	0.220680075083372	0.328963857457215	0.0266829798089062	0.030755793376252158	0.039900888098040314	-0.038663453440703155	0.026348067765045072	0.02883344925513998
