nan	-7.481470011656242702e-01	-1.774961562467595622e+00	1.289188391842193582e+00	-2.154359576975303447e+00
nan	7.594258923276906437e-01	-1.739820031637741682e+00	1.523717629253840689e-01	6.753119767812137964e-01
nan	1.395849712007934063e+00	2.109769350152983947e+00	-5.144136644372755418e-01	-2.565819068929087524e-02
nan	-4.359067344454416459e-01	2.631033161331964632e+00	-1.656635345893213040e+00	-3.858088956862390506e-01
nan	-2.425790038435205354e+00	-1.033772939711927519e+00	-9.089350121869143040e-01	3.152683295112269080e-01
nan	5.372914878237782244e-01	-2.667363397576121731e+00	-9.155570668085972752e-01	1.420393495738901113e-01
nan	1.427472875823056597e+00	1.777580936274454348e+00	-1.900234091341517884e+00	-2.052049025443447861e-01
nan	8.410380687840350866e-01	1.724596371768956526e+00	-2.487796593685218660e-01	9.135035501924913814e-02
nan	1.063966683946965919e+00	-3.125620516772769086e-01	-5.664263793001083069e-01	-1.616569502944259273e+00
nan	-5.963732677851942832e-01	2.146156475564151123e+00	-1.631293879684216686e+00	1.876573824698873905e+00
nan	7.683362208317658926e-01	-6.626160914275587288e-01	3.273254791712201794e-01	-1.755964144788170200e+00
nan	-1.993738951013405147e+00	1.664517333420211909e+00	-7.603774940869422183e-01	-7.311842818527227728e-01
nan	-5.498184742874261399e-01	-1.840472117898331650e+00	1.104354520930382666e+00	6.188062609020477112e-01
nan	1.044190658571901409e+00	6.528217070334125793e-01	-8.841519218814064551e-02	1.108708744363065879e+00
nan	1.086473110292806465e+00	2.509390681432270842e-01	-1.040103639948236403e+00	-9.936934710019933448e-01
nan	9.895844519248497839e-02	1.429040955937842083e+00	7.482013037815878898e-01	-3.881326614963647170e-01
nan	-3.942658224955983837e-01	5.718487521042545652e-01	-2.624490456060848964e-01	-2.818688116214468908e-01
nan	-1.212745903989347562e+00	6.180438230280691503e-01	2.403266212039174288e-01	-5.314150115776355987e-01
nan	1.193996428286484779e+00	-2.157202662118830272e+00	2.165231542473276816e-01	3.077493287824393797e-01
nan	1.119394712390752833e+00	1.259200591059810970e+00	-1.038866915963404081e+00	3.175462601330647505e-01
nan	-1.122631046162284374e+00	1.352326281684296472e+00	-1.007042796164966836e+00	4.254151408695648340e-01
nan	6.481168039636964195e-02	-4.246318265462023511e-01	2.243252375396558751e+00	6.364043205245976109e-01
nan	1.446172640962291256e+00	-6.029934076050921798e-02	2.808778067445512505e+00	8.470575652795472310e-01
nan	1.439551554633685893e+00	1.641934550552895722e+00	2.947654209146916005e-01	-3.115909705657658457e-01
nan	-1.159915547849151407e+00	1.300206113114207973e+00	1.257468375454134701e+00	-2.289452305568310739e-02
