time-lags	RCCS 8 <--> 43	RCCS 8 --> 43	RCCS 43 --> 8	8 --> 43	43 --> 8	SEM 8 --> 43	SEM 43 --> 8	Surrogate8 --> 43	Surrogate43 --> 8	SurrogateSEM 8 --> 43	SurrogateSEM 43 --> 8
-21.599999999999998	5.597682483760577e-23	6.433203910115473e-07	4.331109597288695e-17	-0.2969670474837335	-0.11244761398702256	0.02355209742886589	0.027237627283910007	0.037520868002391065	0.08280222880582729	0.020341855201713836	0.020459074421201387
-20.88	0.0	4.93766711086708e-06	0.0	-0.33468640698363306	-0.11119635605106992	0.017473590900766115	0.03247151366483595	0.003380271261608806	0.08935765439025617	0.020601774299658787	0.019319835855151853
-20.16	7.840809524213175e-25	2.810243353564675e-07	1.3921255840471694e-18	-0.3198257682774518	-0.10835764545659828	0.021282359172947667	0.02351965899466271	0.005985947885409464	0.08154804571798042	0.018347324201206376	0.02403717411285338
-19.439999999999998	0.0	4.257789679994793e-09	0.0	-0.33127139135670153	-0.1148879968583449	0.013691129543904028	0.021335102601049254	-0.001406797696275815	0.08954228007496619	0.021310330900773673	0.021536759579547662
-18.72	5.791143920297257e-26	0.00010887728221784678	2.6594820496716745e-22	-0.34955614065447504	-0.056747976314833394	0.023682022986823908	0.020094486051403754	-0.001878023048473266	0.06110469292560561	0.018601310835151486	0.021974523070433686
-18.0	0.0	5.242115265968352e-07	0.0	-0.3334385626584253	-0.0983083932702343	0.019284290123641912	0.020350173462905085	0.029165872714474815	0.06213800079975023	0.019911255751465455	0.021125254735797887
-17.28	0.0	4.055421038636703e-09	0.0	-0.31938255732977405	-0.09766293031745057	0.017772103525966844	0.018580289525173713	-0.00016634610512691495	0.0817287123202102	0.020394708725410812	0.019120076065688295
-16.56	1.1857386780769576e-19	6.533019978666492e-08	9.070469842297559e-13	-0.28409812095426096	-0.09097905348489646	0.029964174823400715	0.014501722952273135	-0.0030393805167016875	0.055389298417761385	0.019254805165340727	0.02082203475031909
-15.84	5.640569473971748e-19	1.7603350205559366e-09	8.024174235027609e-11	-0.17090482128180512	-0.11825003071099163	0.014803191498266472	0.01871190194045935	0.013650278336783355	0.06638716821847523	0.02139777379396931	0.02025701117939519
-15.12	1.322263463574851e-09	4.5723812662297316e-07	0.0013672351286533294	-0.09868995644146375	-0.08412408319634854	0.01965862557723708	0.02836300385509179	-0.007143533787311738	0.0888726762119331	0.021635377347772596	0.01992657180212501
-14.399999999999999	9.315453176234153e-12	1.2350210033814321e-11	0.37712138304181136	0.007484370175383459	-0.09330452954404128	0.019546071486940438	0.025729300946293242	0.01675848692908186	0.09903230818022551	0.021546230478093585	0.019338361875323028
-13.68	2.971317792475809e-11	1.520103928029615e-11	0.9773383906080563	0.053430179320556846	-0.09422651521284056	0.016603187054027788	0.030031687443868475	-0.001980741108075939	0.08651939461966965	0.021194266621953367	0.018269478856965792
-12.959999999999999	1.4333960713634877e-08	7.180863271100364e-09	0.9980343393902991	0.09624567465453959	-0.05433223777569892	0.024011152759204412	0.03139064737480688	-0.0013527334814467228	0.09302709741135043	0.020686690346608264	0.020298047766237292
-12.24	3.142060777342993e-08	1.5741041586596774e-08	0.9980298674703271	0.07263623323591399	-0.025790614337808725	0.02141378331558829	0.027670637517420098	-0.01421698048484033	0.09281241652084204	0.018397847787583986	0.021599959497280014
-11.52	1.3676901254940471e-06	6.844349728219718e-07	0.9990905512511393	0.06910181866325359	0.014694808935060033	0.015999669670618808	0.022688493672321047	-0.010816830072367889	0.08358689490519801	0.01818389546411988	0.019797606787735338
-10.799999999999999	0.009889237716866867	0.0049447078388151575	0.9920208725974473	0.07177814630930338	0.07849201345770626	0.01362878622732002	0.022521490708213965	-0.03246739013280069	0.06883314936797907	0.01946512323875895	0.02081532000649947
-10.08	0.9498116379602702	0.4749745435923686	0.523712489774858	0.0821896846147728	0.15993731077547232	0.018814874064209345	0.026609210289939858	-0.02108514859421633	0.05920407458727107	0.018568970480661896	0.020596514003763576
