nan	8.173800203194104830e-01	5.467796506716333244e-02	-6.897263003816612725e-01
nan	-1.570785224538641556e+00	-1.313378007166365213e+00	9.329090797427492809e-01
nan	1.726569293242856240e+00	-2.032985596175783449e+00	2.095537373565109718e+00
nan	-6.104170982575382043e-01	5.375140886214295755e-01	3.867454637779759730e-01
nan	-1.521275423239280888e+00	2.795657016889938618e-01	-2.823451966666343238e-01
nan	-5.244589449624081912e-03	3.006472569827486896e-01	5.012560870673244545e-02
nan	1.147430587497776155e+00	1.509373452847718067e+00	2.000077400993086896e-01
nan	-1.593373254320997745e-01	2.257645753032307745e+00	-1.916581878359671087e-01
nan	-1.044916841094788218e+00	-1.661558357332730829e-01	1.116245226138175672e+00
nan	2.124819378098827261e-01	-1.105436727500634930e+00	1.213783648910781832e+00
nan	-8.803784768590791621e-02	-1.036208320854549170e+00	9.774052292879745196e-02
nan	-1.057760697396346261e+00	1.871984615860731394e+00	-5.191644834949216136e-01
nan	7.603415592512718924e-01	-7.253036302314540551e-01	3.907244405834991996e-02
nan	1.285638683180068798e+00	1.154322127303922807e+00	-6.422906732256306039e-01
nan	1.747822072443321995e+00	7.765917868934358870e-01	1.003631333939832615e+00
nan	1.837435802048855038e+00	4.664518270872564654e-01	3.030062189718874532e-01
nan	-4.342548600228148814e-01	2.649917761921748993e-01	4.944246444099611448e-01
nan	-8.684955160256486728e-01	-1.047016972451703248e-01	-7.647825851781102635e-01
nan	-1.277300503980564605e-01	-1.407372750954231755e+00	1.091169797340997949e+00
nan	5.573337233501685084e-01	4.562009867975804212e-01	-1.005198598580868907e+00
nan	5.662929838070409616e-01	-3.057750723120193359e-01	-6.611030345693973409e-01
nan	-4.356295668077066474e-01	5.320109430029049680e-01	-2.941459392280882379e-01
nan	6.609490610975179425e-01	5.252341527126536125e-01	6.279360467465802120e-01
nan	-5.260986418423492239e-01	-1.497688909014439851e+00	-1.264184991045160578e+00
