time-lags	RCCS 3 <--> 5	RCCS 3 --> 5	RCCS 5 --> 3	3 --> 5	5 --> 3	SEM 3 --> 5	SEM 5 --> 3	Surrogate3 --> 5	Surrogate5 --> 3	SurrogateSEM 3 --> 5	SurrogateSEM 5 --> 3
-30	0.00183890766511106	0.0009194538589125913	0.9990399234667049	0.21831316346142957	0.03202921050966635	0.025204103090707034	0.02839395898037756	0.009333716101282186	-0.02709625675895947	0.017278928846731323	0.0158428025455667
-29	0.016830259022496727	0.008415826913108222	0.9894742548749186	0.1613815866626865	0.05241036699057631	0.0281889486639815	0.025719602891588478	0.02100405505736275	0.02542389904992558	0.015281389767922825	0.015982871029131485
-28	0.020427431241699694	0.01021984778581405	0.98658270423524	0.1411065502101594	0.04020559630817691	0.03618145774225315	0.020960210747277545	-0.007265253110183296	0.016832484339912662	0.01797368753706418	0.017690822062934573
-27	0.007801279118071887	0.0039006416570026054	0.9960973660325384	0.20778137120687265	0.10786955713022221	0.031036375974632966	0.020539276886736364	-0.010785619607839234	0.0068651535151145636	0.017244811265854594	0.018759328701411282
-26	1.596154817555694e-06	7.980774089827953e-07	0.9999981632263261	0.27061309849143345	0.0074555975734503675	0.02500122804306933	0.022251670255548344	0.014524932728607916	0.01218288651623317	0.015681981553539087	0.017006408085213056
-25	0.0001787835915111467	8.943656400791286e-05	0.9989011111346827	0.12696387188525401	0.00822438264905538	0.02735880727194465	0.017555799738622674	0.00954384325245109	0.033996040482504555	0.01647798696708682	0.01664281868081955
-24	0.09464669847400313	0.07386035182547344	0.4765299420020243	0.007460195233100274	0.00709464434227418	0.022085682488892745	0.024822166929136667	-0.0033972025982273303	0.024751419489195486	0.019511856847062307	0.018212575219939443
-23	5.701078041535582e-08	3.095563467256802e-07	0.09168708142807422	-0.023677352031940914	-0.11718509127823533	0.023114886743575588	0.03227770842809749	0.015079421388584788	0.04499449391046239	0.01602307936436452	0.01699111099298896
-22	0.00010345366784968048	0.00016779058920397575	0.29281764580814684	0.015169820247371938	-0.07123928452673582	0.024053137533323582	0.02810049714231069	0.030727150938278228	0.02525674371325792	0.01841620512927458	0.016708340037451606
-21	3.859227598870333e-06	2.2653539113913747e-06	0.8505343915502503	0.050555433331206476	-0.0641558077383459	0.025150790669355657	0.026016961626632973	0.017860410661763436	0.03608422587419671	0.016872348617318678	0.01678367055472453
-20	0.00040462179050593835	0.04719671351277649	0.0031353602725392956	-0.055101221565983446	-0.041611606927467626	0.022597657544449156	0.02361626752381147	0.014642436603276507	0.0036454078777982605	0.018578578911764586	0.01617112044671655
-19	0.00014095915975863069	0.15604049545298762	0.000400283151024285	-0.08194052808056956	0.004883649916319405	0.025458988584369104	0.027328072324673044	0.00628268715492553	0.03513073028888896	0.016353290933176494	0.015411745395925464
-18	0.016649141018075624	0.4759749254646706	0.014844888455450678	-0.040135103136719794	0.026953266136446014	0.021046868341794596	0.02349340084609504	-0.004033459520519098	0.02246002849053256	0.017011806689315637	0.01638423906709085
-17	7.121061738308648e-11	0.024854835634254228	1.429684053768837e-09	-0.1676714553697239	-0.04581412941528066	0.0260302985561786	0.022677215168205502	0.014383486260552324	0.01208766119554534	0.016861445398778936	0.016648474100533862
-16	0.0	6.289332618984713e-08	0.0	-0.3287815586669055	-0.2064965687328943	0.015973551045134683	0.029683188587694434	0.002467489935671216	0.02971515551917153	0.016300829945339664	0.0133865799987553
-15	6.934797327022551e-20	2.5569547875451514e-07	1.3501225419779215e-13	-0.2618208720466879	-0.1368088421858165	0.02424430670690634	0.023089560086757863	0.00982225577016242	0.03619410623842931	0.01438094810043845	0.01688018136812406
-14	1.786396053478161e-19	0.03169254576719973	2.818316650456977e-18	-0.258719955073509	-0.03875766749370387	0.022753512365892407	0.02695129997030012	0.02245394984091904	0.02567982336429234	0.015687056439112605	0.01925931825597658
-13	2.9348083130275826e-18	2.1150236591041615e-05	6.933356962041636e-14	-0.276490177596343	-0.12006728790290558	0.027012151228645774	0.02490083416746767	0.016752395291405445	0.021835243214591512	0.013685528995969434	0.016904901801891168
-12	0.006833179392882966	0.18348210294169245	0.014712184553940244	-0.03570722958737802	0.011130450449502623	0.028526893138535143	0.020612859680324686	0.013259950688937589	0.03082168088931233	0.01346490615418328	0.016199309458653447
-11	0.5268931393598698	0.7359939213776885	0.26344846648221976	0.11854357847709682	0.17882411116201893	0.03142564707809393	0.02232448207569729	0.006327416633790741	0.04002819009024334	0.01630950323737205	0.016508807073876093
-10	0.7052377511131874	0.35282503455714115	0.6456734318710619	0.13650585628586281	0.14357206971164857	0.02996598470407587	0.03226986070772603	0.011651556779371144	0.03568089466854299	0.016506907256638035	0.015463350138001574
-9	0.25317847106501007	0.12658923907350805	0.8734107282292677	0.2879549902854287	0.24687296173442558	0.03336965974748836	0.028001956317030174	0.011359145497364437	0.02533651445537735	0.01663043183364534	0.015026085207036475
-8	0.06774745263687627	0.03387372640754772	0.9661261068036485	0.39276916305379456	0.2817359412430265	0.036740695341568624	0.03883293680143136	0.04505973796815705	0.0459705873982446	0.01578701666739783	0.01347430296853507
-7	3.593671894822697e-06	1.7968359474044387e-06	0.9999982031640421	0.57926444709315	0.36810494918328507	0.018256672258609264	0.03449820739794802	0.023549087413518938	0.051057253527706375	0.01372646033850597	0.012706549217318513
-6	0.8084905065233654	0.5957547467383173	0.4042452532616827	0.5373959479276698	0.5735757494541917	0.015815873341883512	0.01664382602065055	0.02062768101476976	0.04886288996063506	0.015166399370671681	0.013952473549109248
-5	0.8511773776962187	0.5744113111518907	0.4255886888481093	0.6241582655468415	0.6749680037173353	0.01217990644569165	0.014942960185056243	0.004102119523219999	0.04961666741274786	0.015250139993629872	0.01544813935665087
-4	0.08931379657158978	0.9553431017142051	0.04465689828579489	0.656250672601904	0.7447376070473002	0.01366240790431223	0.009767418657616551	0.008706498990683185	0.04925319470051915	0.016662918197004238	0.016343518974035486
-3	0.5912840072563535	0.7043579963718232	0.29564200362817683	0.6797554891655492	0.7536143077053249	0.010286301243335535	0.010528078233646012	-0.010170932898357849	0.04865308634471687	0.016591517334476676	0.016681054860552554
-2	0.8726278247888579	0.43631391239442885	0.563686087605571	0.7212764075864097	0.7490936740857672	0.010645433354105458	0.008757088651047237	0.02562471449190676	0.057300930316018406	0.016133656881987528	0.014293340389255412
-1	0.41574263504143316	0.7921286824792835	0.20787131752071653	0.7086462026160089	0.757238140327144	0.013619916714732292	0.005953066666508603	0.03453275511142748	0.06225064817743032	0.015189030102952411	0.013557802847790517
0	0.793414143681139	0.0	0.0	0.7609385499403435	0.7478683339051158	0.009779859234190828	0.006014649894798881	0.03939400829146464	0.03245111029889272	0.014942929331160867	0.016316958812792024
1	0.8795909549333384	0.43979547746666936	0.5602045225333268	0.2873664330325838	0.31646622446734574	0.018684125179942227	0.017510268220641275	0.021076052262977735	0.0444572663520833	0.016414749803924458	0.015622323936473757
2	0.189194543907201	0.09460505358863128	0.8938567157686169	0.032538374362794706	0.11454755258726439	0.029980618213478222	0.019021732887609204	-0.011338681582379682	0.015916983474071875	0.016067489464880562	0.013364243615506333
3	0.03195044015528689	0.9797544928971981	0.01597752838570045	0.11992757736018227	0.03990538226867678	0.02839010856698701	0.02850363054924656	-0.016105243434097333	0.011912577312125134	0.016501072082712988	0.01640731357611099
4	0.0001534133855547267	0.01794839741111167	0.0028255673751483787	-0.05900080132583045	-0.057894467480383315	0.02675181397237247	0.028018376215403866	0.005126778760945068	0.024698986900091043	0.0167635894948373	0.015388429580268597
5	3.5350975046150263e-09	4.68724968431434e-06	0.0002947500215212427	-0.1851955563297684	-0.11465851515266356	0.03050126608776032	0.029643901972226116	-0.015993380717211847	0.015126179024717934	0.01696872520609863	0.016971817792120127
6	4.918378225068061e-13	1.1652905799238687e-06	1.260013339568159e-07	-0.1945973095354807	-0.16653596430485834	0.028842656182992303	0.023168794488244056	-0.011671208675749379	0.006465754340302721	0.015302722839522439	0.014725816449879327
7	2.433295356903696e-06	0.000507924419911855	0.0013170573103466739	-0.1537752819764447	-0.12146530026690767	0.0383186245927803	0.039272049289163204	-0.009653835983485706	0.013737432552032556	0.016132281570549894	0.01743875139351615
8	9.085705918087422e-15	3.606848839513048e-05	1.2422470607486905e-10	-0.14872999676654927	-0.2417823981262853	0.024877322758393165	0.029608434522717067	-0.012434444121850354	0.016577470417866124	0.0168787113261905	0.018230069241344727
9	2.0307044059349786e-13	0.0005014765820076185	1.991265885820431e-10	-0.1052620505585379	-0.19367369017424524	0.026855017048055495	0.024198398800537795	0.007288245651794198	0.014788637195310548	0.013903521232356181	0.01568127128854804
10	1.3475223313596595e-07	0.0042476843185942975	1.2325550473677645e-05	-0.07925655999412592	-0.13445107399657377	0.035013196947965855	0.028190614709255553	0.028361170183614077	0.0091854192931875	0.016120475170749722	0.013625164577637095
11	9.245231908574765e-05	0.0011272895169544817	0.03003735794278755	-0.07314979574027994	-0.03391586613115596	0.02585474510994929	0.026171680615403665	0.01284479880348457	0.02211409434895093	0.015398749756682872	0.01593911434928371
12	1.22841132105477e-06	2.970676439222979e-05	0.016784165073312485	-0.06962860935982272	-0.040730705325675756	0.019268875588360948	0.023666736000836082	0.029397797901258425	0.020998406874055985	0.01608247455444214	0.016219615109919927
13	4.491695154710176e-06	2.248602218456931e-06	0.9986666537214361	-0.054262813653607675	0.09690100181821994	0.02785656320104667	0.021936211646175062	0.015542110573795785	0.007514612509687677	0.016193415478698493	0.016082165362566816
14	1.2524753207364519e-10	6.267130239897385e-11	0.9992374228436314	-0.14071696563752017	0.14249058182699628	0.030322283584647676	0.029321512559941094	0.03222370126000098	0.024153565920519142	0.017506115839986694	0.01565976953072594
15	3.915048899039985e-15	3.574575421057437e-15	0.5476241918198347	-0.2070384599441061	-0.004624414825692707	0.027565996867523933	0.026915958926709015	0.02811412794717031	-0.008505059887707356	0.01565405898976171	0.016459581195782842
16	3.019949896295168e-07	3.552541793957028e-07	0.42141953348075073	-0.10693395042807396	-0.004853304459259327	0.025392561246574016	0.0299815868433475	0.028355859160480314	0.002019268103170376	0.01532385657307104	0.018785366115720716
17	5.636383970490504e-12	4.444523636970901e-12	0.6340055660368482	-0.12708006126080415	0.053072392108750546	0.018971750068591985	0.025753221411157077	0.030088151064512812	0.04203282563755355	0.01458661381837605	0.01793628599571601
18	4.074733266236456e-09	2.0373674786213826e-09	0.9999989588504008	-0.051001982317861426	0.16596728202811187	0.01991514729654126	0.01893580527938391	0.023505425805567585	0.023208231218619493	0.016275164587031092	0.016332561952658683
19	9.142201196939011e-08	4.5711006374170505e-08	0.9999999159601437	0.0337242096939049	0.26427947059598506	0.01644002699316171	0.028225760948571287	0.027012960356756315	0.017909347051415017	0.01704318364651211	0.018065793136940237
20	0.8043537855693867	0.4021820475488819	0.5978097359377118	0.14401051428561912	0.17888310145460787	0.016123723481634822	0.019779125663808596	0.027652225848634943	0.05397221757354579	0.014865872934173454	0.01794838588958226
21	0.9647226663461903	0.4823792398349661	0.517601502347961	0.16452709667994117	0.1957226165225194	0.01923793168315408	0.030352396028165897	0.006073203167151351	0.035520290911336884	0.017660013394035428	0.015350348265277657
22	0.005230371555607278	0.0026151861868051666	0.9973764669158671	0.09364058456279918	0.3072191515518047	0.025534631443213458	0.03256639766497315	0.0038019357226195057	0.06148790705841322	0.016331733496277485	0.016516874287128884
23	0.02154995667274946	0.9787349149336949	0.010777378082489348	0.09050361458056218	0.059624638927040396	0.022148632019327714	0.031736890054879105	-0.01471877397249756	0.05853565858376025	0.015244946879449491	0.01453600791865195
24	0.9774534121315177	0.5100769030577315	0.48926086480116787	0.15223902688818108	0.20735117648127677	0.03602678587031289	0.02928447543784438	0.013996910026556444	0.07075125537992238	0.017797499251212528	0.017929912545104777
25	0.027228660450367155	0.962877269075217	0.013700695987927395	0.1048496935001672	0.05245591750557007	0.03474307047553132	0.03631643367043986	-0.0003829966747561314	0.05850401391585876	0.0169617186609704	0.016762983777324
26	0.7451965399950005	0.3849040379391681	0.5705357597654314	0.05890886767637442	0.11707659501449763	0.03172072215850439	0.03203179903696444	0.00041083946141638316	0.04587283834495556	0.017823869141638204	0.01696803227044925
27	0.1349964558411627	0.07096483782468367	0.8206614200591503	0.010729760399913957	0.12062646922065283	0.028801848714893594	0.028344531546071937	0.009210916041791337	0.06298786525948226	0.018335897827011637	0.01723166315019111
